Unnamed: 0,merged_idx,logic_id,file_path,label,label_localIndex,source,label_globalIndex,is_overlap,predict_global_label_A,predict_global_label_B
64,64,64,animal_2/party_A/dataset_split/val/cat/cats_00270.jpg,cat,0,1,0,1,0,4
65,65,65,animal_2/party_A/dataset_split/val/cat/cats_00947.jpg,cat,0,1,0,1,1,3
66,66,66,animal_2/party_A/dataset_split/val/cat/cats_00572.jpg,cat,0,1,0,1,0,1
67,67,67,animal_2/party_A/dataset_split/val/cat/cats_00496.jpg,cat,0,1,0,1,0,3
68,68,68,animal_2/party_A/dataset_split/val/cat/cats_00556.jpg,cat,0,1,0,1,1,1
69,69,69,animal_2/party_A/dataset_split/val/cat/cats_00670.jpg,cat,0,1,0,1,0,4
70,70,70,animal_2/party_A/dataset_split/val/cat/cats_00472.jpg,cat,0,1,0,1,0,3
71,71,71,animal_2/party_A/dataset_split/val/cat/cats_00428.jpg,cat,0,1,0,1,0,1
72,72,72,animal_2/party_A/dataset_split/val/cat/cats_00469.jpg,cat,0,1,0,1,0,3
73,73,73,animal_2/party_A/dataset_split/val/cat/cats_00061.jpg,cat,0,1,0,1,1,4
74,74,74,animal_2/party_A/dataset_split/val/cat/cats_00592.jpg,cat,0,1,0,1,0,3
75,75,75,animal_2/party_A/dataset_split/val/cat/cats_00934.jpg,cat,0,1,0,1,0,4
76,76,76,animal_2/party_A/dataset_split/val/cat/cats_00518.jpg,cat,0,1,0,1,0,3
77,77,77,animal_2/party_A/dataset_split/val/cat/cats_00618.jpg,cat,0,1,0,1,0,2
78,78,78,animal_2/party_A/dataset_split/val/cat/cats_00821.jpg,cat,0,1,0,1,1,2
79,79,79,animal_2/party_A/dataset_split/val/cat/cats_00044.jpg,cat,0,1,0,1,0,0
80,80,80,animal_2/party_A/dataset_split/val/cat/cats_00726.jpg,cat,0,1,0,1,0,2
81,81,81,animal_2/party_A/dataset_split/val/cat/cats_00824.jpg,cat,0,1,0,1,0,3
82,82,82,animal_2/party_A/dataset_split/val/cat/cats_00922.jpg,cat,0,1,0,1,0,3
83,83,83,animal_2/party_A/dataset_split/val/cat/cats_00765.jpg,cat,0,1,0,1,0,1
84,84,84,animal_2/party_A/dataset_split/val/cat/cats_00716.jpg,cat,0,1,0,1,1,3
85,85,85,animal_2/party_A/dataset_split/val/cat/cats_00692.jpg,cat,0,1,0,1,0,4
86,86,86,animal_2/party_A/dataset_split/val/cat/cats_00357.jpg,cat,0,1,0,1,1,4
87,87,87,animal_2/party_A/dataset_split/val/cat/cats_00414.jpg,cat,0,1,0,1,0,0
88,88,88,animal_2/party_A/dataset_split/val/cat/cats_00654.jpg,cat,0,1,0,1,0,0
89,89,89,animal_2/party_A/dataset_split/val/cat/cats_00662.jpg,cat,0,1,0,1,0,0
90,90,90,animal_2/party_A/dataset_split/val/cat/cats_00755.jpg,cat,0,1,0,1,0,3
91,91,91,animal_2/party_A/dataset_split/val/cat/cats_00768.jpg,cat,0,1,0,1,0,4
92,92,92,animal_2/party_A/dataset_split/val/cat/cats_00018.jpg,cat,0,1,0,1,0,4
93,93,93,animal_2/party_A/dataset_split/val/cat/cats_00500.jpg,cat,0,1,0,1,0,3
94,94,94,animal_2/party_A/dataset_split/val/cat/cats_00112.jpg,cat,0,1,0,1,0,3
95,95,95,animal_2/party_A/dataset_split/val/cat/cats_00227.jpg,cat,0,1,0,1,0,3
96,96,96,animal_2/party_A/dataset_split/val/cat/cats_00620.jpg,cat,0,1,0,1,0,3
97,97,97,animal_2/party_A/dataset_split/val/cat/cats_00362.jpg,cat,0,1,0,1,1,3
98,98,98,animal_2/party_A/dataset_split/val/cat/cats_00714.jpg,cat,0,1,0,1,0,4
99,99,99,animal_2/party_A/dataset_split/val/cat/cats_00295.jpg,cat,0,1,0,1,0,4
100,100,100,animal_2/party_A/dataset_split/val/cat/cats_00390.jpg,cat,0,1,0,1,0,0
101,101,101,animal_2/party_A/dataset_split/val/cat/cats_00473.jpg,cat,0,1,0,1,0,4
102,102,102,animal_2/party_A/dataset_split/val/cat/cats_00935.jpg,cat,0,1,0,1,0,0
103,103,103,animal_2/party_A/dataset_split/val/cat/cats_00269.jpg,cat,0,1,0,1,0,4
104,104,104,animal_2/party_A/dataset_split/val/cat/cats_00443.jpg,cat,0,1,0,1,0,4
105,105,105,animal_2/party_A/dataset_split/val/cat/cats_00660.jpg,cat,0,1,0,1,0,3
106,106,106,animal_2/party_A/dataset_split/val/cat/cats_00160.jpg,cat,0,1,0,1,0,4
107,107,107,animal_2/party_A/dataset_split/val/cat/cats_00540.jpg,cat,0,1,0,1,0,3
108,108,108,animal_2/party_A/dataset_split/val/cat/cats_00962.jpg,cat,0,1,0,1,1,3
109,109,109,animal_2/party_A/dataset_split/val/cat/cats_00889.jpg,cat,0,1,0,1,0,2
110,110,110,animal_2/party_A/dataset_split/val/cat/cats_00186.jpg,cat,0,1,0,1,0,4
111,111,111,animal_2/party_A/dataset_split/val/cat/cats_00885.jpg,cat,0,1,0,1,0,3
112,112,112,animal_2/party_A/dataset_split/val/cat/cats_00441.jpg,cat,0,1,0,1,0,0
113,113,113,animal_2/party_A/dataset_split/val/cat/cats_00669.jpg,cat,0,1,0,1,0,1
114,114,114,animal_2/party_A/dataset_split/val/cat/cats_00056.jpg,cat,0,1,0,1,0,0
115,115,115,animal_2/party_A/dataset_split/val/cat/cats_00451.jpg,cat,0,1,0,1,0,0
116,116,116,animal_2/party_A/dataset_split/val/cat/cats_00202.jpg,cat,0,1,0,1,0,3
117,117,117,animal_2/party_A/dataset_split/val/cat/cats_00272.jpg,cat,0,1,0,1,0,3
118,118,118,animal_2/party_A/dataset_split/val/cat/cats_00067.jpg,cat,0,1,0,1,0,0
119,119,119,animal_2/party_A/dataset_split/val/cat/cats_00971.jpg,cat,0,1,0,1,0,1
120,120,120,animal_2/party_A/dataset_split/val/cat/cats_00568.jpg,cat,0,1,0,1,0,2
121,121,121,animal_2/party_A/dataset_split/val/cat/cats_00978.jpg,cat,0,1,0,1,0,4
122,122,122,animal_2/party_A/dataset_split/val/cat/cats_00206.jpg,cat,0,1,0,1,0,0
123,123,123,animal_2/party_A/dataset_split/val/cat/cats_00047.jpg,cat,0,1,0,1,0,3
124,124,124,animal_2/party_A/dataset_split/val/cat/cats_00842.jpg,cat,0,1,0,1,0,0
125,125,125,animal_2/party_A/dataset_split/val/cat/cats_00696.jpg,cat,0,1,0,1,0,1
126,126,126,animal_2/party_A/dataset_split/val/cat/cats_00292.jpg,cat,0,1,0,1,0,2
127,127,127,animal_2/party_A/dataset_split/val/cat/cats_00583.jpg,cat,0,1,0,1,0,0
128,128,128,animal_2/party_A/dataset_split/val/cat/cats_00845.jpg,cat,0,1,0,1,0,0
129,129,129,animal_2/party_A/dataset_split/val/cat/cats_00210.jpg,cat,0,1,0,1,0,3
130,130,130,animal_2/party_A/dataset_split/val/cat/cats_00175.jpg,cat,0,1,0,1,0,3
131,131,131,animal_2/party_A/dataset_split/val/cat/cats_00626.jpg,cat,0,1,0,1,0,3
132,132,132,animal_2/party_A/dataset_split/val/cat/cats_00253.jpg,cat,0,1,0,1,0,4
133,133,133,animal_2/party_A/dataset_split/val/cat/cats_00058.jpg,cat,0,1,0,1,0,3
134,134,134,animal_2/party_A/dataset_split/val/cat/cats_00264.jpg,cat,0,1,0,1,0,0
135,135,135,animal_2/party_A/dataset_split/val/cat/cats_00436.jpg,cat,0,1,0,1,0,3
136,136,136,animal_2/party_A/dataset_split/val/cat/cats_00991.jpg,cat,0,1,0,1,0,0
137,137,137,animal_2/party_A/dataset_split/val/cat/cats_00074.jpg,cat,0,1,0,1,0,3
138,138,138,animal_2/party_A/dataset_split/val/cat/cats_00260.jpg,cat,0,1,0,1,1,0
139,139,139,animal_2/party_A/dataset_split/val/cat/cats_00744.jpg,cat,0,1,0,1,0,3
140,140,140,animal_2/party_A/dataset_split/val/cat/cats_00918.jpg,cat,0,1,0,1,0,3
141,141,141,animal_2/party_A/dataset_split/val/cat/cats_00818.jpg,cat,0,1,0,1,0,0
142,142,142,animal_2/party_A/dataset_split/val/cat/cats_00633.jpg,cat,0,1,0,1,1,3
143,143,143,animal_2/party_A/dataset_split/val/cat/cats_00375.jpg,cat,0,1,0,1,0,3
144,144,144,animal_2/party_A/dataset_split/val/cat/cats_00685.jpg,cat,0,1,0,1,0,0
145,145,145,animal_2/party_A/dataset_split/val/cat/cats_00628.jpg,cat,0,1,0,1,0,2
146,146,146,animal_2/party_A/dataset_split/val/cat/cats_00759.jpg,cat,0,1,0,1,0,4
147,147,147,animal_2/party_A/dataset_split/val/cat/cats_00402.jpg,cat,0,1,0,1,0,4
148,148,148,animal_2/party_A/dataset_split/val/cat/cats_00585.jpg,cat,0,1,0,1,0,4
149,149,149,animal_2/party_A/dataset_split/val/cat/cats_00852.jpg,cat,0,1,0,1,0,0
150,150,150,animal_2/party_A/dataset_split/val/cat/cats_00163.jpg,cat,0,1,0,1,0,4
151,151,151,animal_2/party_A/dataset_split/val/cat/cats_00735.jpg,cat,0,1,0,1,1,2
152,152,152,animal_2/party_A/dataset_split/val/cat/cats_00780.jpg,cat,0,1,0,1,0,1
153,153,153,animal_2/party_A/dataset_split/val/cat/cats_00820.jpg,cat,0,1,0,1,0,0
154,154,154,animal_2/party_A/dataset_split/val/cat/cats_00948.jpg,cat,0,1,0,1,0,3
155,155,155,animal_2/party_A/dataset_split/val/cat/cats_00164.jpg,cat,0,1,0,1,0,4
156,156,156,animal_2/party_A/dataset_split/val/cat/cats_00598.jpg,cat,0,1,0,1,0,3
157,157,157,animal_2/party_A/dataset_split/val/cat/cats_00673.jpg,cat,0,1,0,1,0,3
158,158,158,animal_2/party_A/dataset_split/val/cat/cats_00771.jpg,cat,0,1,0,1,0,0
159,159,159,animal_2/party_A/dataset_split/val/cat/cats_00324.jpg,cat,0,1,0,1,0,4
160,160,160,animal_2/party_A/dataset_split/val/cat/cats_00438.jpg,cat,0,1,0,1,1,3
161,161,161,animal_2/party_A/dataset_split/val/cat/cats_00547.jpg,cat,0,1,0,1,0,1
162,162,162,animal_2/party_A/dataset_split/val/cat/cats_00793.jpg,cat,0,1,0,1,0,3
163,163,163,animal_2/party_A/dataset_split/val/cat/cats_00563.jpg,cat,0,1,0,1,0,0
164,164,164,animal_2/party_A/dataset_split/val/cat/cats_00708.jpg,cat,0,1,0,1,0,0
165,165,165,animal_2/party_A/dataset_split/val/cat/cats_00342.jpg,cat,0,1,0,1,0,3
166,166,166,animal_2/party_A/dataset_split/val/cat/cats_00154.jpg,cat,0,1,0,1,0,1
167,167,167,animal_2/party_A/dataset_split/val/cat/cats_00358.jpg,cat,0,1,0,1,0,0
168,168,168,animal_2/party_A/dataset_split/val/cat/cats_00679.jpg,cat,0,1,0,1,0,4
169,169,169,animal_2/party_A/dataset_split/val/cat/cats_00963.jpg,cat,0,1,0,1,0,3
170,170,170,animal_2/party_A/dataset_split/val/cat/cats_00869.jpg,cat,0,1,0,1,0,3
171,171,171,animal_2/party_A/dataset_split/val/cat/cats_00634.jpg,cat,0,1,0,1,0,2
172,172,172,animal_2/party_A/dataset_split/val/cat/cats_00401.jpg,cat,0,1,0,1,0,1
173,173,173,animal_2/party_A/dataset_split/val/cat/cats_00315.jpg,cat,0,1,0,1,1,3
174,174,174,animal_2/party_A/dataset_split/val/cat/cats_00081.jpg,cat,0,1,0,1,1,3
175,175,175,animal_2/party_A/dataset_split/val/cat/cats_00259.jpg,cat,0,1,0,1,0,3
176,176,176,animal_2/party_A/dataset_split/val/cat/cats_00651.jpg,cat,0,1,0,1,0,3
177,177,177,animal_2/party_A/dataset_split/val/cat/cats_00825.jpg,cat,0,1,0,1,0,3
178,178,178,animal_2/party_A/dataset_split/val/cat/cats_00481.jpg,cat,0,1,0,1,0,3
179,179,179,animal_2/party_A/dataset_split/val/cat/cats_00795.jpg,cat,0,1,0,1,0,3
180,180,180,animal_2/party_A/dataset_split/val/cat/cats_00403.jpg,cat,0,1,0,1,0,3
181,181,181,animal_2/party_A/dataset_split/val/cat/cats_00539.jpg,cat,0,1,0,1,0,3
182,182,182,animal_2/party_A/dataset_split/val/cat/cats_00809.jpg,cat,0,1,0,1,0,4
183,183,183,animal_2/party_A/dataset_split/val/cat/cats_00108.jpg,cat,0,1,0,1,0,3
184,184,184,animal_2/party_A/dataset_split/val/cat/cats_00911.jpg,cat,0,1,0,1,0,3
185,185,185,animal_2/party_A/dataset_split/val/cat/cats_00953.jpg,cat,0,1,0,1,0,3
186,186,186,animal_2/party_A/dataset_split/val/cat/cats_00938.jpg,cat,0,1,0,1,0,4
187,187,187,animal_2/party_A/dataset_split/val/cat/cats_00853.jpg,cat,0,1,0,1,0,0
188,188,188,animal_2/party_A/dataset_split/val/cat/cats_00987.jpg,cat,0,1,0,1,0,3
189,189,189,animal_2/party_A/dataset_split/val/cat/cats_00627.jpg,cat,0,1,0,1,0,0
190,190,190,animal_2/party_A/dataset_split/val/cat/cats_00808.jpg,cat,0,1,0,1,1,3
191,191,191,animal_2/party_A/dataset_split/val/cat/cats_00910.jpg,cat,0,1,0,1,0,0
192,192,192,animal_2/party_A/dataset_split/val/cat/cats_00680.jpg,cat,0,1,0,1,0,4
193,193,193,animal_2/party_A/dataset_split/val/cat/cats_00316.jpg,cat,0,1,0,1,0,4
194,194,194,animal_2/party_A/dataset_split/val/cat/cats_00721.jpg,cat,0,1,0,1,0,3
195,195,195,animal_2/party_A/dataset_split/val/cat/cats_00616.jpg,cat,0,1,0,1,0,0
196,196,196,animal_2/party_A/dataset_split/val/cat/cats_00467.jpg,cat,0,1,0,1,0,3
197,197,197,animal_2/party_A/dataset_split/val/cat/cats_00753.jpg,cat,0,1,0,1,0,0
198,198,198,animal_2/party_A/dataset_split/val/cat/cats_00873.jpg,cat,0,1,0,1,0,0
199,199,199,animal_2/party_A/dataset_split/val/cat/cats_00782.jpg,cat,0,1,0,1,1,3
200,200,200,animal_2/party_A/dataset_split/val/dog/dogs_00067.jpg,dog,1,1,1,1,5,2
201,201,201,animal_2/party_A/dataset_split/val/dog/dogs_00414.jpg,dog,1,1,1,1,1,2
202,202,202,animal_2/party_A/dataset_split/val/dog/dogs_00561.jpg,dog,1,1,1,1,1,2
203,203,203,animal_2/party_A/dataset_split/val/dog/dogs_00991.jpg,dog,1,1,1,1,1,3
204,204,204,animal_2/party_A/dataset_split/val/dog/dogs_00568.jpg,dog,1,1,1,1,1,3
205,205,205,animal_2/party_A/dataset_split/val/dog/dogs_00716.jpg,dog,1,1,1,1,1,3
206,206,206,animal_2/party_A/dataset_split/val/dog/dogs_00140.jpg,dog,1,1,1,1,1,4
207,207,207,animal_2/party_A/dataset_split/val/dog/dogs_00824.jpg,dog,1,1,1,1,1,4
208,208,208,animal_2/party_A/dataset_split/val/dog/dogs_00260.jpg,dog,1,1,1,1,1,4
209,209,209,animal_2/party_A/dataset_split/val/dog/dogs_00924.jpg,dog,1,1,1,1,1,2
210,210,210,animal_2/party_A/dataset_split/val/dog/dogs_00219.jpg,dog,1,1,1,1,1,0
211,211,211,animal_2/party_A/dataset_split/val/dog/dogs_00464.jpg,dog,1,1,1,1,1,1
212,212,212,animal_2/party_A/dataset_split/val/dog/dogs_00540.jpg,dog,1,1,1,1,1,3
213,213,213,animal_2/party_A/dataset_split/val/dog/dogs_00467.jpg,dog,1,1,1,1,1,3
214,214,214,animal_2/party_A/dataset_split/val/dog/dogs_00978.jpg,dog,1,1,1,1,1,1
215,215,215,animal_2/party_A/dataset_split/val/dog/dogs_00869.jpg,dog,1,1,1,1,1,1
216,216,216,animal_2/party_A/dataset_split/val/dog/dogs_00272.jpg,dog,1,1,1,1,1,4
217,217,217,animal_2/party_A/dataset_split/val/dog/dogs_00047.jpg,dog,1,1,1,1,1,4
218,218,218,animal_2/party_A/dataset_split/val/dog/dogs_00586.jpg,dog,1,1,1,1,1,3
219,219,219,animal_2/party_A/dataset_split/val/dog/dogs_00202.jpg,dog,1,1,1,1,1,3
220,220,220,animal_2/party_A/dataset_split/val/dog/dogs_00696.jpg,dog,1,1,1,1,1,3
221,221,221,animal_2/party_A/dataset_split/val/dog/dogs_00628.jpg,dog,1,1,1,1,1,2
222,222,222,animal_2/party_A/dataset_split/val/dog/dogs_00905.jpg,dog,1,1,1,1,1,2
223,223,223,animal_2/party_A/dataset_split/val/dog/dogs_00403.jpg,dog,1,1,1,1,1,4
224,224,224,animal_2/party_A/dataset_split/val/dog/dogs_00633.jpg,dog,1,1,1,1,1,1
225,225,225,animal_2/party_A/dataset_split/val/dog/dogs_00727.jpg,dog,1,1,1,1,1,2
226,226,226,animal_2/party_A/dataset_split/val/dog/dogs_00052.jpg,dog,1,1,1,1,1,1
227,227,227,animal_2/party_A/dataset_split/val/dog/dogs_00134.jpg,dog,1,1,1,1,1,2
228,228,228,animal_2/party_A/dataset_split/val/dog/dogs_00808.jpg,dog,1,1,1,1,1,4
229,229,229,animal_2/party_A/dataset_split/val/dog/dogs_00918.jpg,dog,1,1,1,1,1,4
230,230,230,animal_2/party_A/dataset_split/val/dog/dogs_00935.jpg,dog,1,1,1,1,1,4
231,231,231,animal_2/party_A/dataset_split/val/dog/dogs_00650.jpg,dog,1,1,1,1,1,3
232,232,232,animal_2/party_A/dataset_split/val/dog/dogs_00963.jpg,dog,1,1,1,1,0,3
233,233,233,animal_2/party_A/dataset_split/val/dog/dogs_00176.jpg,dog,1,1,1,1,1,3
234,234,234,animal_2/party_A/dataset_split/val/dog/dogs_00853.jpg,dog,1,1,1,1,1,3
235,235,235,animal_2/party_A/dataset_split/val/dog/dogs_00210.jpg,dog,1,1,1,1,1,4
236,236,236,animal_2/party_A/dataset_split/val/dog/dogs_00795.jpg,dog,1,1,1,1,1,4
237,237,237,animal_2/party_A/dataset_split/val/dog/dogs_00190.jpg,dog,1,1,1,1,1,3
238,238,238,animal_2/party_A/dataset_split/val/dog/dogs_00892.jpg,dog,1,1,1,1,1,3
239,239,239,animal_2/party_A/dataset_split/val/dog/dogs_00620.jpg,dog,1,1,1,1,1,3
240,240,240,animal_2/party_A/dataset_split/val/dog/dogs_00472.jpg,dog,1,1,1,1,1,2
241,241,241,animal_2/party_A/dataset_split/val/dog/dogs_00618.jpg,dog,1,1,1,1,5,3
242,242,242,animal_2/party_A/dataset_split/val/dog/dogs_00170.jpg,dog,1,1,1,1,1,4
243,243,243,animal_2/party_A/dataset_split/val/dog/dogs_00679.jpg,dog,1,1,1,1,1,2
244,244,244,animal_2/party_A/dataset_split/val/dog/dogs_00721.jpg,dog,1,1,1,1,1,3
245,245,245,animal_2/party_A/dataset_split/val/dog/dogs_00361.jpg,dog,1,1,1,1,0,4
246,246,246,animal_2/party_A/dataset_split/val/dog/dogs_00815.jpg,dog,1,1,1,1,1,1
247,247,247,animal_2/party_A/dataset_split/val/dog/dogs_00409.jpg,dog,1,1,1,1,1,3
248,248,248,animal_2/party_A/dataset_split/val/dog/dogs_00583.jpg,dog,1,1,1,1,1,3
249,249,249,animal_2/party_A/dataset_split/val/dog/dogs_00744.jpg,dog,1,1,1,1,1,2
250,250,250,animal_2/party_A/dataset_split/val/dog/dogs_00569.jpg,dog,1,1,1,1,1,3
251,251,251,animal_2/party_A/dataset_split/val/dog/dogs_00889.jpg,dog,1,1,1,1,1,3
252,252,252,animal_2/party_A/dataset_split/val/dog/dogs_00496.jpg,dog,1,1,1,1,1,1
253,253,253,animal_2/party_A/dataset_split/val/dog/dogs_00438.jpg,dog,1,1,1,1,1,4
254,254,254,animal_2/party_A/dataset_split/val/dog/dogs_00747.jpg,dog,1,1,1,1,1,3
255,255,255,animal_2/party_A/dataset_split/val/dog/dogs_00369.jpg,dog,1,1,1,1,0,3
256,256,256,animal_2/party_A/dataset_split/val/dog/dogs_00938.jpg,dog,1,1,1,1,1,3
257,257,257,animal_2/party_A/dataset_split/val/dog/dogs_00685.jpg,dog,1,1,1,1,1,3
258,258,258,animal_2/party_A/dataset_split/val/dog/dogs_00945.jpg,dog,1,1,1,1,1,4
259,259,259,animal_2/party_A/dataset_split/val/dog/dogs_00753.jpg,dog,1,1,1,1,0,4
260,260,260,animal_2/party_A/dataset_split/val/dog/dogs_00358.jpg,dog,1,1,1,1,1,3
261,261,261,animal_2/party_A/dataset_split/val/dog/dogs_00598.jpg,dog,1,1,1,1,1,1
262,262,262,animal_2/party_A/dataset_split/val/dog/dogs_00635.jpg,dog,1,1,1,1,1,4
263,263,263,animal_2/party_A/dataset_split/val/dog/dogs_00393.jpg,dog,1,1,1,1,1,4
264,264,264,animal_2/party_A/dataset_split/val/dog/dogs_00556.jpg,dog,1,1,1,1,1,3
265,265,265,animal_2/party_A/dataset_split/val/dog/dogs_00214.jpg,dog,1,1,1,1,1,4
266,266,266,animal_2/party_A/dataset_split/val/dog/dogs_00374.jpg,dog,1,1,1,1,1,4
267,267,267,animal_2/party_A/dataset_split/val/dog/dogs_00341.jpg,dog,1,1,1,1,1,1
268,268,268,animal_2/party_A/dataset_split/val/dog/dogs_00316.jpg,dog,1,1,1,1,1,4
269,269,269,animal_2/party_A/dataset_split/val/dog/dogs_00810.jpg,dog,1,1,1,1,1,3
